conformation,torsion_1,torsion_2,torsion_3,torsion_4,torsion_5,torsion_6
trial4_mol_3,52.19142150878906,-133.37583923339844,21.053001403808594,-37.5374870300293,43.6395378112793,153.27944946289062
trial4_mol_4,46.82398986816406,107.77754974365234,-155.33433532714844,-121.85879516601562,-12.726548194885254,-104.82891082763672
trial4_mol_8,-75.34908294677734,151.61566162109375,40.78958511352539,105.40682983398438,-96.25090026855469,-165.85011291503906
trial4_mol_2,-179.5984649658203,-152.39381408691406,-53.326438903808594,89.87653350830078,-115.41119384765625,-41.308719635009766
trial4_mol_5,-44.28114318847656,74.22105407714844,-76.75762176513672,-91.6441879272461,114.85823822021484,-134.15869140625
trial4_mol_12,37.33609390258789,-78.86563110351562,-70.3798828125,16.829336166381836,-114.29920959472656,139.50161743164062
trial4_mol_14,-35.09990310668945,71.6176986694336,51.32035827636719,-159.98870849609375,-45.645286560058594,128.2604522705078
trial4_mol_1,166.1355743408203,-65.28158569335938,-80.72140502929688,-157.12550354003906,-53.14401626586914,-109.33914947509766
trial4_mol_6,3.066054105758667,29.907939910888672,112.78742980957031,-174.05877685546875,-94.45423889160156,-41.97893142700195
trial4_mol_9,-32.124427795410156,-132.40989685058594,20.232219696044922,92.63506317138672,-115.91515350341797,2.6407132148742676
trial4_mol_13,117.61659240722656,-52.415775299072266,66.58997344970703,-32.11185073852539,-175.71800231933594,114.2950210571289
trial4_mol_11,-137.37258911132812,115.93162536621094,33.1443977355957,136.93472290039062,41.17873001098633,-124.22298431396484
trial4_mol_10,94.9007797241211,-150.86801147460938,74.71025085449219,70.62232971191406,-61.34912872314453,102.08221435546875
trial4_mol_7,-120.48513793945312,-45.07413101196289,51.51460266113281,-38.268943786621094,127.32447814941406,39.260223388671875
trial4_mol_0,-157.73619079589844,71.94766235351562,69.01331329345703,119.11663818359375,-135.1240234375,17.959049224853516
