conformation,torsion_1,torsion_2,torsion_3,torsion_4,torsion_5,torsion_6
trial5_mol_4,27.73291778564453,-47.13897705078125,-129.3358917236328,-143.0896759033203,-74.84107208251953,122.55268096923828
trial5_mol_9,-156.39480590820312,64.33102416992188,111.71549224853516,125.05906677246094,-84.13166809082031,96.51183319091797
trial5_mol_5,-37.8062744140625,78.99808502197266,-158.85867309570312,-146.92495727539062,-82.25119018554688,134.18724060058594
trial5_mol_6,154.8557891845703,73.37913513183594,69.46344757080078,156.79063415527344,-134.31626892089844,29.363117218017578
trial5_mol_8,114.32733154296875,-132.527587890625,-29.492755889892578,21.86561393737793,68.95513916015625,129.38221740722656
trial5_mol_14,33.73600769042969,-77.38516998291016,-136.37802124023438,128.452392578125,46.33449172973633,-157.27532958984375
trial5_mol_7,-115.80367279052734,-33.91361618041992,-113.84599304199219,43.61341857910156,149.89976501464844,53.136356353759766
trial5_mol_2,-117.66627502441406,-120.10179901123047,-54.522335052490234,14.000028610229492,-104.09497833251953,-36.61602020263672
trial5_mol_10,75.02806854248047,69.12185668945312,13.347304344177246,117.25068664550781,163.13699340820312,-115.38977813720703
trial5_mol_1,22.784460067749023,-17.080486297607422,-62.686519622802734,178.6546173095703,-81.6095199584961,-147.67410278320312
trial5_mol_11,-37.01543426513672,117.60027313232422,37.854156494140625,90.31060028076172,29.486024856567383,-147.05905151367188
trial5_mol_3,94.94453430175781,-171.76434326171875,-74.94361877441406,-69.14105224609375,-108.43014526367188,-30.288373947143555
trial5_mol_12,-47.94256591796875,79.96273803710938,57.41455078125,-113.31017303466797,137.17913818359375,-161.56240844726562
trial5_mol_13,140.03675842285156,155.50494384765625,-29.002613067626953,138.67169189453125,98.47909545898438,-112.75776672363281
trial5_mol_0,27.278654098510742,-71.99272918701172,74.60794830322266,-5.439884185791016,-150.8762664794922,131.11842346191406
